customerid,pais,estado
8a858f7e5c213ef4015c2629c2f52ad4,NG,Lagos
8a85896653e2e18b0153ea3a02c07f87,NG,Plateau
8a858f615591c2cc015598dface34f3a,NG,Benue
8a858fe45cd62cbf015cd8b70993392b,NG,Lagos
8a858edf5c69a538015c795c0a0f0baf,NG,Kogi
8a858fde56eb02280156eb911f1e3872,NG,Oyo
8a858f8c5ca0e7fe015ca1217e0c1bcd,NG,Edo
8a858e395cb1d4d9015cb236b4811cbc,NG,Ogun
8a858f6055f82d2c0155f8c77b2b072d,NG,Kaduna
8a858f9d5668e3f10156767e9a0f0188,NG,Lagos
8a858ea25bf369e4015bf72bd6e75e12,NG,Lagos
8a858ff25c8250c1015c8265f4c80e02,NG,Nassarawa
8a858fc45c5f93be015c6082c1cc4404,NG,Lagos
8a858e945631db2f015637e7700e4e60,NG,Lagos
8a858e5a5be99e1c015be9e56ea00fde,NG,Lagos
8a858ed45c454c11015c4e1307e35dd9,NG,Oyo
8a858e845accb4f9015accdccf761e20,NG,Ogun
8a8589a7545186b10154757067323535,NG,Lagos
8a858f075b58beb8015b5bd409ec3cdc,NG,Abuja Federal Capital Territory
8a858f13556665aa01556efd1d087572,NG,Lagos
8a858f595ccb6f86015cce03949b43a9,NG,Abuja Federal Capital Territory
8a858f085b494826015b54791d4f0126,NG,Akwa Ibom
8a858f9d5668e3f1015674a656b3274b,NG,Rivers
8a858fb05d2d03c8015d2e23db9d1560,NG,Rivers
8a858e0c5bfceae6015bfcfabccb0a81,NG,Kaduna
8a858e7c5c78b1ff015c796688235b84,NG,Ogun
8a858f505c7e3a50015c7f0abf5847cd,NG,Osun
8a858e585693982b0156ac0d9c0b17b1,NG,Abuja Federal Capital Territory
8a858e455c1bf763015c1c4eab062420,NG,Kwara
8a8588f5542eb0d401542f48f0381490,NG,Abuja Federal Capital Territory
8a858f775d0e8a23015d11f3cd1d202f,NG,Abuja Federal Capital Territory
8a858e5856b7840c0156c1158b2c4a07,NG,Lagos
8a858e135c7e2eec015c81cb9dc02458,NG,Delta
8a858e885b68546c015b789214a9131c,NG,Lagos
8a858e9a54d9121b0154dd1bfff23870,NG,Lagos
8a858f3455a0d8070155b16b7768789b,NG,Oyo
8a858eed5a476a3c015a48d4049172e3,NG,Ogun
8a858f2c585375f0015864b6715151a1,NG,Abuja Federal Capital Territory
8a858ec65c123dfb015c1655b29255f1,NG,Lagos
8a858f185ac156d7015ac34782ae1523,NG,Lagos
8a858fd3552c7562015562a28e7672a4,NG,Lagos
8a858eb4596ff919015974a667560a89,NG,Ogun
8a858f13556665aa015572d6e7b872de,NG,Oyo
8a858efa5b444739015b47adb9a25de1,NG,Lagos
8a858ee0560bc077015617223d040e96,NG,Lagos
8a858fa55b623a05015b623bb10001c6,NG,Oyo
8a85893d53f104eb0153f5a6a7d850eb,NG,Bayelsa
8a858e025ab3a6c2015ab74cfa5c4431,NG,Abuja Federal Capital Territory
8a858fab5cd5e1a7015ce60347f43f55,NG,Abuja Federal Capital Territory
8a858fa05cf48427015cf841cd9a7973,NG,Abuja Federal Capital Territory
8a858fe45a7f52b1015a818bd5ad73a0,NG,Lagos
8a858e625c8d993a015c938f829f77ee,NG,Delta
8a858eb95b8c2f6e015b8cb299b128a0,NG,Lagos
8a858e8457f7a42a0157fae7238c3d4c,NG,Lagos
8a85896653e2e18b0153f0c200dd62c6,NG,Lagos
8a858e0156b782a10156c6613e7c4b5f,NG,Lagos
8a858fa05cf48427015cf4b17c751e5f,NG,Abuja Federal Capital Territory
8a858f185b390ca6015b392e46cd20ee,NG,Plateau
8a858f255c78552d015c7877d6e11cdb,NG,Lagos
8a858fe05d421ff4015d4c5284f11359,NG,Lagos
8a858e5856b7840c0156bc78a4767ae8,NG,Lagos
8a858e165b90faf9015b973923842ae9,NG,Kogi
8a858f465668e3d6015685204d750dd7,NG,Oyo
8a8588f35451808f01547b8e92ec220d,NG,Lagos
8a8588b754517d80015457518d6a1968,NG,Lagos
8a858e5555780ea001557e7212a741c5,NG,Oyo
8a858e345bd96da8015be47b59666198,NG,Lagos
8a858e345bd96da8015be6b9f8bc10c7,NG,Oyo
8a858e495cef1ef1015cf2969cc12781,NG,Kwara
8a858edf55ca17ba0155de9a93fd4b4b,NG,Lagos
8a858ec05ba5ca1d015bae4081105e57,NG,Lagos
8a858f9d5afc0a16015b0054bbf824f1,NG,Lagos
8a858e885c9c6f96015ca07a1fe371fd,NG,Lagos
8a858ea8580b1fee015810374b69234f,NG,Lagos
8a858f465668e3d60156790caa5f49da,NG,Oyo
8a858e1e54e2aa5a0154fbf9330120e1,NG,Lagos
8a858f975c4582c4015c536f14707d09,NG,Oyo
8a858e1c56dfea870156f57a826a1207,NG,Oyo
8a858fa4552add9f01553b45e3de1ac4,NG,Lagos
8a858ec55b67bb15015b67ce6a96119a,NG,Edo
8a858f065b1fe50a015b20c201f574d1,NG,Lagos
8a858f0b5b5ddd79015b5e73ab0e5443,NG,Oyo
8a858eda552adcc2015559532234110a,NG,Lagos
8a858e9b560bbd63015612f7790c7b4f,NG,Niger
8a858edd5c8348c4015c83b50abf26f4,NG,Ogun
8a858fff5a28d297015a2db9e78d1744,NG,Lagos
8a858f025a1e7e0c015a1f38bb824bd3,NG,Lagos
8a858e535bab293b015babc929a521d1,NG,Lagos
8a858e0f5c45466f015c55c7e09d5e9c,NG,Nassarawa
8a858f085b494826015b4c9e290c7d30,NG,Kaduna
8a858e5b5bd99460015be581e6a247b8,NG,Lagos
8a858e9156e137c601570a050b355c99,NG,Rivers
8a858fa3552ae11201552fce5df04e1a,NG,Lagos
8a858e6c5c88d145015c92c49dec0023,NG,Rivers
8a858ee755a0c84a0155bec1d8244afe,NG,Kano
8a858f68587f3da1015880ef5d8805b4,NG,Osun
8a858ec358dc5c130158f43410ba2b2d,NG,Osun
8a858e6d58b0cc520158b468f3507f9f,NG,Lagos
8a858ff15b5d3f84015b5d6327223863,NG,Kogi
8a858fab5bfd307b015bfd4d5b96114d,TH,Bangkok
8a858f6057e2dba50157ee0cb3c55da4,NG,Lagos
8a858fa154daefc00154de1b445805fa,NG,Rivers
8a858e955add2971015ae83a40df7a76,NG,Lagos
8a858edb552adcfd01553aaa3b64672b,NG,Abuja Federal Capital Territory
8a858fcf5591c5cf0155a14b0343250a,NG,Lagos
8a858fff5800e01e015801d5f11a5f45,NG,Ogun
8a858ea25bf369e4015bf67bb90f02aa,NG,Delta
8a858fea5b8c314d015b8f3fa4a93a11,NG,Bayelsa
8a858f8e5bf28eca015bf2c99325238f,NG,Lagos
8a858e6f5668e017015684c4a4305d0a,NG,Lagos
8a858e205af14ee8015af221e4fb5fd6,NG,Anambra
8a858e64590ae20001592d0712656fd5,NG,Ogun
8a858f5e5cb23c77015cb7532e3912cb,NG,Ogun
8a858f5e5566567d01556f2580846d5f,NG,Lagos
8a858e8e5cc54eb9015cc59a217a246a,NG,Lagos
8a858ef45bcf0c76015bcf1a864d0462,NG,Oyo
8a858ee65be8d42d015be90352a8166d,NG,Kaduna
8a858f265c1c393e015c20379a9341b7,NG,Osun
8a8589f3545185540154764b72b027fb,NG,Kwara
8a858e1c5bab1191015bae9d16cc1cf6,NG,Abuja Federal Capital Territory
8a8588dd54be35520154c60d7af90d99,NG,Lagos
8a858f695ceee665015cef2c74e82bc3,NG,Lagos
8a858e155cd052b0015cd2a48d745802,NG,Lagos
8a858e035693e02901569d043ad712d8,NG,Lagos
8a85891e53ad0e6b0153b0ba20452521,NG,Abuja Federal Capital Territory
8a858e0d59b23c720159b3a2d9a054bb,NG,Lagos
8a858e6f5668e01701568392953a495d,NG,Ebonyi
8a858ee758a4dfbc0158ab94693037fd,NG,Lagos
8a858f8a5a424041015a4673217f2c18,NG,Osun
8a858faf56939fea0156a7a6a8435dd7,NG,Lagos
8a858f9c56aaf37d0156b7221dc522d4,NG,Ogun
8a858ff35af1c396015af1fc915018ca,NG,Enugu
8a858f01588603fa0158872e60af68d0,NG,Lagos
8a858f275c451af5015c5882b88104e6,NG,Abuja Federal Capital Territory
8a858ee75afc09f4015affcf7ccf4a2b,NG,Ogun
8a858ff556236fa8015626551cd23d08,NG,Lagos
8a858eef55548905015554a9578505d4,NG,Ogun
8a858f055c831d5b015c838085fc29f5,NG,Lagos
8a858fc259d7378a0159d9505282320d,NG,Benue
8a858ef85a613c85015a6645c8f248dc,NG,Lagos
8a858f54589736f40158a6bcd6ac24fb,NG,Edo
8a858fea5b8c314d015b8fc90f951661,NG,Lagos
8a858f9b5c589341015c5905fe4f3ef8,NG,Lagos
8a858fd05b154854015b154996140050,NG,Oyo
8a858f765aad177b015aad95c071630f,NG,Lagos
8a858e345be813ea015bea87369b2395,NG,Lagos
8a858eef5554890501555f67fb433a28,NG,Lagos
8a858f525bedff8d015bef815d3c6d46,NG,Akwa Ibom
8a858f665c45930d015c50908f4d2df3,NG,Benue
8a858fd25c5a5bc7015c5b63cb92393a,NG,Ondo
8a858e935b496584015b545b32e350e8,NG,Abuja Federal Capital Territory
8a858f1a5ccb60ae015cccf036d254b1,NG,Ondo
8a858f305cb1ec4e015cb215f0500a8d,NG,Kaduna
8a858e725c3ae262015c3ea9a77430ea,NG,Lagos
8a858e7b55deef140155e4ec385d463c,NG,Lagos
8a858e875c63d395015c77406c2871b5,NG,Delta
8a858ec65cc6352b015cc64525ea0763,NG,Oyo
8a858e1e54e2aa5a0154e2bed058051e,NG,Lagos
8a858e255557edfe015559c51f350cc0,NG,Lagos
8a858e255b910db1015ba178f5865126,NG,Lagos
8a858e8d56b784480156d556a42862f5,NG,Enugu
8a858900536a043401537e4c0ac5452a,NG,Lagos
8a858f8a5a424041015a45922fcc2ede,NG,Lagos
8a858eae5bb5beb8015bbb0a34bf0472,NG,Lagos
8a858eb75d324d55015d362d07c73dca,NG,Lagos
8a85886f54517ee00154528c65463d2b,NG,Ebonyi
8a858f9d565c00590156663342c463d5,NG,Lagos
8a858ea35a28b88b015a32ef2263276d,NG,Lagos
8a858ebb5adce699015ae18330e817da,NG,Nassarawa
8a858f4c5bb597f6015bc37ca2495d1e,NG,Lagos
8a858eba5591bf28015598d9905c1ce2,NG,Lagos
8a858f1a5ccb60ae015ccf0ca1393eee,NG,Kaduna
8a85893d53f104eb0153f65ccad80981,NG,Abuja Federal Capital Territory
8a858f9d5bd44001015bd4bd9c2e2f04,NG,Edo
8a858e51584a1fc701584f9840341f42,NG,Lagos
8a858fd3552c7562015559cb371f4c8c,NG,Lagos
8a858fd75bb62bbe015bc4d0514c622f,NG,Oyo
8a858f445cef446f015cf26e763c3504,NG,Lagos
8a858e2c5cc64f70015cc83a050e57d2,NG,Lagos
8a858ee159de9b420159dee292301739,NG,Osun
8a858e5555780ea001557951c3dc6af3,NG,Lagos
8a858ffb5b350b52015b386112da4435,NG,Nassarawa
8a8588fd53f1099e015400dd349f073e,NG,Lagos
8a858f485a5c6a7a015a5dd3c9464ca9,NG,Lagos
8a858e7d595026f8015951c0c4a03fae,NG,Nassarawa
8a858900536a043401537f79fca22800,NG,Lagos
8a858e245b680423015b6dd77f2150e8,NG,Lagos
8a858fdd54d4dd160154e1edcb6d7596,NG,Ondo
8a858fc65c7e0e55015c7f71c0ec64e0,NG,Lagos
8a858e775b10631f015b106dec5e0758,NG,Lagos
8a858ea75b1fd476015b21f082c92965,NG,Lagos
8a858fb15b34a708015b360a67c61f3a,NG,Rivers
8a858fb4563228d201564c66602444a2,NG,Bayelsa
8a858fb85cc5f243015cc61fb4dd2f63,NG,Abuja Federal Capital Territory
8a858e625c8d993a015c98e6bf820462,NG,Akwa Ibom
8a858f1f587161850158742ebbce53d8,NG,Abuja Federal Capital Territory
8a858fbd5cd6054a015cde54dfb866ae,NG,Lagos
8a858e8e59bbadf50159bc079e1a31c1,NG,Kwara
8a858ff85bd93919015bdf39c4bc513a,NG,Lagos
8a858e6f5cd5e874015cde13d1225f01,NG,Edo
8a858fa65d13a38c015d142bf2d73b6d,NG,Abuja Federal Capital Territory
8a858e8e59bbadf50159c61ebd527a05,NG,Plateau
8a858fb85b81c658015b851b7668420c,NG,Lagos
8a858e705668e167015669d13a392b04,NG,Cross River
8a858f975c4582c4015c53d3a3a2351c,NG,Oyo
8a858e885b68546c015b6cb377c12140,NG,Ogun
8a858fd05bfd7d3c015c025a5aa05908,NG,Ogun
8a858faf5679a83801568eafc30a030b,NG,Oyo
8a858f365b2547f3015b2bfd85c85ec1,NG,Abuja Federal Capital Territory
8a858f8658c206a90158d0c447863597,NG,Lagos
8a858fa5552add5d0155452401244051,NG,Ogun
8a858e105bd92644015bded94870560e,NG,Kaduna
8a858fda5ca12263015ca1a06c7f3657,NG,Abuja Federal Capital Territory
8a858f185d1daff6015d279fcb900eef,NG,Oyo
8a858f365c83961c015c83a6989c054c,NG,Kano
8a858f3e589c406101589ef73f273508,NG,Abuja Federal Capital Territory
8a858feb55f82bbf0155f85225000130,NG,Lagos
8a8588dc5384a05f0153982119c81a51,CM,Far North
8a858eb85c1be44c015c1c8e37dc38ae,NG,Ondo
8a858e6c5bd3fbff015bd6c602636a07,NG,Lagos
8a858ece586263020158696870092f98,NG,Lagos
8a858e69566ae5b8015674eb114d02a7,NG,Nassarawa
8a858e635bd8fe1e015bd96654063492,NG,Lagos
8a858e1d5cd58f9e015cdfe7c50d380b,RU,Krasnoyarskiy
8a858ec45577f83e01557c9d42d31c88,NG,Rivers
8a858f0a56d3ed1f0156d55f4623244c,NG,Delta
8a85881053bc33670153cc5a32432a14,NG,Oyo
8a858e705cb15527015cbfa764de55ec,NG,Bayelsa
8a858e035693e0290156b6bd3b483170,NG,Ogun
8a858eb45784f9280157880bb0201fd6,NG,Lagos
8a858f6c570f2d66015712e38a287de4,NG,Oyo
8a858e225c404292015c5530c04b10ac,NG,Lagos
8a858f6c570f2d66015715196add220a,NG,Ondo
8a858e985885ff6d0158901f30661ab5,NG,Delta
8a858e0f5577f579015581e5b7620c02,NG,Abuja Federal Capital Territory
8a858fd75bc96a6f015bcd5861d93185,NG,Lagos
8a858f9157f7b9670157fcc1f2611cff,NG,Oyo
8a858e035693e029015695208c6b4c61,NG,Lagos
8a858fd3552c75620155488cbd3f650d,NG,Kwara
8a858f7d5ab3ca4b015ab5184798706a,NG,Oyo
8a858faf56939fea0156954f195d4ffb,NG,Lagos
8a858eda5c8863ff015c976326e5032d,NG,Lagos
8a858e7e5c7cff8b015c7d09f3b005b9,NG,Abuja Federal Capital Territory
8a858f6c5bf84cd0015bf8b8239327b2,NG,Lagos
8a858f6c5a37e2a3015a3820e4ef2dcd,NG,Lagos
8a858f015d66186b015d75096a420eca,NG,Ogun
8a858ff9580b881201581a57953908dc,NG,Bayelsa
8a858faf56b7821c0156bc7a2d156c16,NG,Osun
8a858fef570f30e501571f79fbe43bc4,NG,Abuja Federal Capital Territory
8a858faf5679a8380156906a01984117,NG,Lagos
8a858f995c5fa060015c63abd4c27a56,NG,Osun
8a858ff9580b88120158160820c9217b,NG,Oyo
8a858f4f5511dca201551d3b601d7be8,NG,Osun
8a858e1d5cd58f9e015ce610e19f13f4,NG,Lagos
8a8589595384a853015392bf85934db0,NG,Lagos
8a858edd56236fc8015623c3a4f40467,NG,Lagos
8a858e9b560bbd6301562203e6357977,NG,Lagos
8a858f9158be26030158cca6f4aa5f6e,NG,Delta
8a858f3355ae6a610155c900911f5030,NG,Lagos
8a858eea5d1d99d3015d2729731b142b,NG,Abuja Federal Capital Territory
8a858e6059e0a7080159e991a6103010,NG,Lagos
8a858f1a5ccb60ae015ccf36f02c59b5,NG,Lagos
8a858ee65be8d42d015bec93bd4c5303,NG,Akwa Ibom
8a858e575a6c2e70015a6f61169b73b4,NG,Rivers
8a858faf56939fea0156975419b87130,NG,Lagos
8a858f9157f7b967015800b952973dd1,NG,Cross River
8a858e8d56adbdae0156b437814d071b,NG,Anambra
8a858f955a61ad4e015a64d0dcbe6714,NG,Lagos
8a858f905c06a9c0015c0fe9941d0e24,NG,Lagos
8a858e005c2154c2015c2f5f6aac6594,NG,Lagos
8a858ea55b58f026015b599e472439d2,NG,Lagos
8a858e1f5cac899f015cad49e98535fa,NG,Lagos
8a858eea5d1d99d3015d27a2a7f62335,NG,Kwara
8a858e725c3ae262015c3dfc23de0ccf,NG,Osun
8a858edd5c8348c4015c862319f96e04,NG,Abia
8a858f1e5add5268015ae7ca38b245d2,NG,Oyo
8a858fcb5b00cc54015b0c32ba401c99,NG,Katsina
8a858fba5cd5feee015cda4f0fa423b4,NG,Lagos
8a858e1d5cd58f9e015cd912f8830794,NG,Lagos
8a858f4e5ba5e8d3015ba64844642115,NG,Lagos
8a858e4e5c3502ab015c3581a2ea2f66,NG,Lagos
8a8589a053acc39e0153b20ebccf30b9,NG,Delta
8a858e0b5cf4883c015cf56488eb4d41,NG,Edo
8a858e705668e16701568d358c6579da,NG,Oyo
8a858ee454da1cbd0154dce7be67210f,NG,Lagos
8a858e945bfdb9e7015bfe5bac2124e2,NG,Ekiti
8a858fd25c5a5bc7015c5cd633965294,NG,Lagos
8a858fa154e2912f0154fd34e31275c1,NG,Lagos
8a858f725b49c0c0015b574551297af8,NG,Rivers
8a858f565b683b56015b7b6b606e1ec9,NG,Osun
8a858f335c8d9723015c9b0913845868,NG,Kebbi
8a858f54592214a001593aa497b31207,NG,Lagos
8a858faf56b7821c0156c7d9d39142a5,NG,Lagos
8a858e6d5bb44226015bb467068c0fe2,NG,Lagos
8a858f0c5cc68025015cca6d2f6873fd,NG,Lagos
8a858fea5751aefe01575d9c176d4375,NG,Oyo
8a858f3d5add42e2015ae9ab7c277132,NG,Abuja Federal Capital Territory
8a858e0359cf06110159cf9c88e42ab0,NG,Akwa Ibom
8a858f595ccb6f86015ccebe6c7c79d4,NG,Abuja Federal Capital Territory
8a858eb55cf45581015cf4c50f3d4335,NG,Lagos
8a858f505c7e3a50015c7e8ccaa9285c,NG,Oyo
8a858e1a5bd8a6ae015bd8b73b94063f,NG,Lagos
8a858ede5ca210f0015ca65716f777d7,NG,Lagos
8a858ecc5b5defb4015b5ea3f3613ec1,NG,Katsina
8a858f855b626c00015b6299c72131ae,NG,Oyo
8a858e5b5bd99460015bdf725e143ff4,NG,Oyo
8a858e7c5c78b1ff015c7cc02d010d60,NG,Lagos
8a858e69566ae5b8015670dfc8cc4825,NG,Kogi
8a858f0056b7cf8e0156c5d74c6a61a6,NG,Lagos
8a858f78550ba10401551c0bf2121570,US,California
8a858f985bee01cb015bf1a2b3cf6c6c,NG,Lagos
8a858fa85bd87d41015bd8893799080c,NG,Ogun
8a858f305c8dd672015c9b0451ec3125,NG,Lagos
8a858e395cb1d4d9015cc006b54025a9,NG,Ogun
8a858ea75ba01fdf015ba0a2a764405d,NG,Lagos
8a858e545cf8f7eb015cf918d0ed129a,NG,Lagos
8a858e63599799e901599a7ad1fb65e9,NG,Akwa Ibom
8a858ff05b909c1a015b90b058cb0df4,NG,Lagos
8a858f335c8d9723015c9bc0a13037d0,NG,Oyo
8a858ea55b817cc8015b81ae858c1f85,NG,Lagos
8a85895354a059690154b945ddd2161f,NG,Ogun
8a858f2c5ca72bae015caa81ef264a58,NG,Oyo
8a858f225bfdb280015bfdf8f4f91911,NG,Lagos
8a858f275c451af5015c588578f40668,NG,Enugu
8a858f5b5bee1b11015bf1c55a266522,NG,Lagos
8a858f3e58b4ff1a0158b63d1df0021c,NG,Oyo
8a858fd858d5076d0158d6ee63002351,NG,Benue
8a858f6e5cb16eb9015cb17cd36f0711,NG,Lagos
8a858e8d5c35bc85015c376e591c637d,NG,Akwa Ibom
8a858e275b349e25015b3516dacc53a1,NG,Lagos
8a8589b953d0be470153d6173d7c3fdd,NG,Oyo
8a858f0d5a859ac0015a85ce61751c43,NG,Lagos
8a858e4b5cb1e4d7015cc489987520bf,NG,Lagos
8a858f3455a0d8070155c5d69e9600d4,BJ,Queme
8a858ed45bc9a645015bc9d3ef6f1184,NG,Kwara
8a858fd25c5a5bc7015c5d7b33f70f4b,NG,Akwa Ibom
8a858e005c2154c2015c2f54b7935fe5,NG,Oyo
8a858f475be98d5f015bea05e74b1b04,NG,Anambra
8a858e215ca77c7f015ca8e61b12437c,NG,Edo
8a8588dd54a3ead30154a63ea45314a8,NG,Ondo
8a858f7e564ad3380156565307213481,NG,Lagos
8a858f505ca7b434015cab8f6a696786,NG,Lagos
8a858e125b1ff78f015b2030942c2d22,NG,Delta
8a858e6f5668e01701568b6b258b23d2,NG,Delta
8a858e095c59b91b015c59d6c3e90f73,NG,Enugu
8a858f095c3b2c30015c43f7ca9a3d94,NG,Lagos
8a858f0a5bf3716c015bf411533c2f1b,NG,Oyo
8a858ec6560bc09801560d9fdd577fc5,NG,Lagos
8a858fa05908043801591da2a68b288d,NG,Lagos
8a858f6c5bf84cd0015bf896d7471c28,NG,Ogun
8a858f2e5c699f3a015c6d9e1364767d,NG,Edo
8a858f0a56ffda560157093acf144b87,NG,Oyo
8a858ee85cf400f5015cf44ab1c42d5c,NG,Kwara
8a858fe25ab3f041015ab40e4e7e1007,NG,Lagos
8a858ee0564adc5001565b3821f86627,NG,Kwara
8a858ff5562dc3b601562fffe43c14bc,NG,Oyo
8a858f5f55f82ae30155f91ba4250aea,NG,Kano
8a8589a7545186b101546de734bb6d5d,NG,Lagos
8a858e105c1c09c8015c1f8d43752c0a,NG,Rivers
8a858fab5a83f26a015a847501d65abb,NG,Lagos
8a858fb75be86585015be8a480303d14,NG,Lagos
8a858ee55cb156e6015cbfb990b0329c,NG,Lagos
8a858e3a54e3370201552745a1785f7c,NG,Ogun
8a858ea55ab92cff015abff180597ac7,NG,Lagos
8a858ffd5c8d343d015c93f62b893259,NG,Lagos
8a858fd85b685607015b6cede4f3309a,NG,Kwara
8a858f4958721a8c015874acc2023782,NG,Lagos
8a858eba5c884d2a015c8c4c58c5088a,NG,Rivers
8a858f8f5bfd3cfa015c0d135d0365b3,NG,Abuja Federal Capital Territory
8a858fd55c45ba15015c4a3dfdee0ecd,NG,Lagos
8a858e3e5b1582df015b16f3bded6865,NG,Anambra
8a858e6c5c88d145015c8d19eb99041d,NG,Lagos
8a858e315cf48957015cf86e12995947,NG,Oyo
8a858e3654e2a8240154eed94fe84954,NG,Lagos
8a858e6f5668e01701568cce2c403088,NG,Lagos
8a858e165a47b2fd015a47ba957b0591,NG,Plateau
8a858f7958b0a4a80158b261fd354f17,NG,Lagos
8a858e2e5bb57a37015bc8ff494a1089,NG,Lagos
8a858e1556321b940156388e506a2ed4,NG,Lagos
8a858edf5c69a538015c79f5c58d2e07,NG,Oyo
8a858e875c63d395015c74bdfd343206,NG,Lagos
8a858eff55a090650155c091410641dc,NG,Oyo
8a858f785c87e70a015c8836e89b39f3,NG,Lagos
8a858fd85b685607015b783fe1212f10,NG,Lagos
8a858ed55c63db54015c641298671ada,NG,Lagos
8a858e205c21d53a015c31eef2ae5b6a,NG,Lagos
8a858e5b5bd99460015bda6daf5a2d6f,NG,Kaduna
8a858ef25cd0c652015cd3abedd55ac6,NG,Lagos
8a858ec35a428dcc015a4310c12f3679,NG,Ogun
8a858ff9580b881201581f5624ee7a1b,NG,Oyo
8a85896653e196390153e1fc6af61411,NG,Kogi
8a858eba5b681df4015b78ca2565324c,NG,Kwara
8a858e1d5cd58f9e015ce46e63263acd,NG,Ogun
8a858e205c21d53a015c2b38026238b9,NG,Ogun
8a858e785c8d9167015c97ca7fbe2c0c,NG,Abuja Federal Capital Territory
8a858f1955b1c4df0155d4ad1adb462c,NG,Edo
8a858e3e5965340601596af74f562c45,NG,Ogun
8a858e8d56b784480156d65d90d422cb,NG,Ondo
8a858e885c87dee5015c884e7dc03958,NG,Oyo
8a858ea355660956015573132d287253,NG,Lagos
8a858ec555f96a9a0156020f154c1b12,NG,Imo
8a858f225c20c6c0015c20cbf6be03ba,NG,Abuja Federal Capital Territory
8a858f60560bc43d01561d94abd91c48,NG,Oyo
8a858ec6560bc09801561c5452dd7610,NG,Ekiti
8a858f2a5b3f2121015b3f2e1a5c1277,NG,Lagos
8a858fdc5c113e77015c11865629237c,NG,Lagos
8a858ef7597cf4c5015982645c3773d3,NG,Ogun
8a858ec655f96b32015607c12d57059e,NG,Lagos
8a858f305cb1ec4e015cb4ebf8df3fcd,NG,Oyo
8a858fce5bf8129c015bfbcdde9467f6,NG,Lagos
8a858f975c4582c4015c4c1136fc47fa,NG,Lagos
8a858edf57f78fed0157fca0738d7cc5,NG,Lagos
8a858e4a5cac6f81015cb07850bc4ed8,NG,Abuja Federal Capital Territory
8a858f8f5bfd3cfa015c0fee74363802,NG,Lagos
8a858f785cea234f015cea462d980b62,NG,Lagos
8a858fcd56b9f22c0156c2f2074c3bed,NG,Delta
8a858fcf5a192144015a1d262059287d,NG,Abuja Federal Capital Territory
8a858f4e5ca72981015cabf3f75d36d7,NG,Abuja Federal Capital Territory
8a858e955631db44015636df81135c1c,NG,Lagos
8a858f9d5668e3f10156768953330256,NG,Rivers
8a858edf5c69a538015c7c1bcda868dc,NG,Rivers
8a858e985885ff6d0158aafe80cd6d88,NG,Oyo
8a85881053bc33670153c5ffe58162b8,NG,Lagos
8a858f44578e3d460157964ab3ba7593,NG,Lagos
8a858eda552adcc201554bd30a8b7730,NG,Abuja Federal Capital Territory
8a858f085b8a9695015b8aa42fb011ca,NG,Nassarawa
8a858f855bf2f1ad015bf3a592d55d35,NG,Delta
8a858ed55c63db54015c785fae3160ce,NG,Abuja Federal Capital Territory
8a858fff57f7a7a801580093e8d2237a,NG,Lagos
8a85880353acff880153bd56e93f75ff,NG,Abuja Federal Capital Territory
8a858e135cb22031015cb663b7c54fa9,NG,Lagos
8a8589c253ace09b0153b2009e002cba,NG,Lagos
8a8589ec542eaa890154333363443077,NG,Oyo
8a858ea35d2d2f62015d2e77719b60be,NG,Akwa Ibom
8a858edc554f009d01555ef4a344093f,NG,Lagos
8a858f7e564ad33801565727cc994cef,NG,Lagos
8a858f045bc9690c015bcabf87506275,NG,Abuja Federal Capital Territory
8a858e2d5bb55d46015bc34c011f3c7e,NG,Lagos
8a858f1a5b66e6d6015b670a7f721f33,NG,Lagos
8a858e3d5c3b5122015c3c3fdc122cdf,NG,Lagos
8a858fe556939892015698f67b7f376a,NG,Lagos
8a858f0f5bfd79d2015c008a8cba6830,NG,Kwara
8a858f4e5ca72981015ca8ad2f9e5e4e,NG,Lagos
8a858f725b49c0c0015b501c78d85002,NG,Benue
8a85884e54be33290154c3f438574c05,NG,Nassarawa
8a858e17562dc227015630cfffe743b5,NG,Ogun
8a85893d53f104eb0153f50deaef1783,NG,Lagos
8a858e705cb15527015cba67fc8e37fb,NG,Lagos
8a858e8d56b784480156c30ca7157f73,NG,Lagos
8a858e0d59b23c720159b35b31f54d8b,NG,Lagos
8a858e0f58afbace0158b493ecd36d7f,NG,Lagos
8a858ec55b441639015b472039ea4a22,NG,Lagos
8a858f965c6950da015c7afb7d9f426b,NG,Lagos
8a858ec15a3d5e6a015a3e959d4547ed,NG,Rivers
8a858ea85c58de66015c594fe5612ddb,NG,Benue
8a858e71570f2c6b01571500eaba110b,NG,Kwara
8a858e885c63d379015c6908c6fa1856,NG,Lagos
8a858f9c56aaf37d0156b75f67c33f9b,NG,Lagos
8a858e445cd56553015ce90cc9241ba4,NG,Lagos
8a858efd5b39cf3d015b3abcd18774ef,NG,Ogun
8a858fa25cfa127c015cfe948bf927b7,NG,Lagos
8a85883353e2e4e40153e615982440e2,NG,Lagos
8a858e055d0d9bd3015d0dcfc6bd1b1f,NG,Nassarawa
8a858f2d5853901a015861e6f6315db1,NG,Lagos
8a858fe55511cbce01551dc42a7b745c,NG,Rivers
8a858fd05bfd7d3c015c00f3ab130a8d,NG,Abuja Federal Capital Territory
8a858fc65c7e0e55015c7e2d1b3e10f1,NG,Abuja Federal Capital Territory
