loannumber,longitude_gps,latitude_gps,historial,referido,flag,age,parte_mes_pago,due_per_day,account_type,education,employment
14,3.3736899,6.4450746,0,1,0,45,3,800,0,2,2
15,3.3708733,6.5747283,1,1,1,33,1,1750,0,0,2
5,5.3967037,13.9882975,0,1,0,32,1,766,2,1,2
4,3.3097222,6.6614363,1,1,1,35,1,766,2,3,2
2,3.5545435,6.4574847,1,1,1,35,1,433,2,0,2
2,5.8074201,5.5703712,1,1,1,35,2,433,2,0,2
2,3.3182795,6.6862199,1,1,1,39,3,766,2,0,2
2,3.3615476,7.161779,1,3,1,34,2,433,2,0,2
3,3.3925985,6.5747388,1,1,1,37,3,433,2,0,2
2,3.8237879,7.3820442,0,1,1,41,3,766,2,0,2
2,4.6120462,8.475389,1,1,1,41,2,433,2,0,0
8,3.3099417,6.4612567,1,1,1,31,2,733,0,2,2
10,3.3767218,7.1726462,1,1,1,40,2,1150,2,0,0
2,3.3525884,6.5010925,1,1,1,39,1,766,2,0,2
2,3.3522834,6.6213847,1,1,1,33,1,433,2,0,2
2,8.5019123,7.7293645,1,3,1,38,1,766,2,0,2
4,3.3579782,6.5935558,0,1,0,29,2,433,2,0,2
2,3.3286754,6.6658632,1,1,0,37,2,433,2,0,2
2,7.0721976,8.9493765,1,3,1,43,3,433,2,0,0
8,3.3043032,6.5467887,0,1,1,29,1,575,0,0,2
3,3.3092007,6.5321736,1,1,1,37,1,766,0,2,2
2,7.3803,9.1145734,1,1,1,38,1,433,2,0,2
2,3.3998479,6.5933476,1,1,1,43,1,766,2,0,2
11,3.4597748,6.4285486,0,1,1,31,1,1400,2,0,2
6,3.348615,6.6136231,1,1,1,37,3,741,2,0,2
4,3.2663781,6.5212905,0,1,1,60,1,816,2,0,0
9,6.8249778,6.1117855,1,1,1,39,2,1150,2,0,2
4,3.5652896,6.6121588,0,1,1,45,1,433,2,0,0
14,3.4582779,6.4389202,1,1,1,33,2,1150,0,2,2
7,3.4201422,6.6104318,0,1,1,37,2,816,0,0,2
5,12.4737079,9.1820309,1,1,1,38,1,1150,2,0,2
2,3.3076912,6.5114876,1,1,1,31,1,766,2,0,0
4,3.093473,6.5027341,1,3,1,39,1,816,2,0,0
2,7.4190954,9.111675,1,1,1,38,1,433,2,0,2
12,7.4344528,10.477976,1,1,1,38,3,1466,0,0,2
6,3.3210912,6.6727672,1,1,1,31,3,816,2,0,2
3,3.6336217,6.8334761,1,3,1,35,1,741,2,0,2
3,3.3361672,6.6162374,1,3,1,41,1,433,2,0,2
6,7.4637835,9.0695466,1,1,1,42,2,1133,2,0,0
10,6.6830663,6.207128,1,1,1,30,2,800,2,0,2
7,3.2890172,6.6127517,1,1,1,41,1,650,2,0,0
16,-118.2470093,34.0644188,1,1,1,31,3,916,2,0,1
13,3.3875561,6.5121751,0,1,1,26,1,766,2,0,2
6,3.3916173,6.4672662,1,3,1,38,1,816,2,0,2
3,7.4896613,9.0390881,1,1,1,37,1,433,0,0,2
4,3.4004783,7.1697113,0,1,0,47,2,433,2,2,1
6,7.9326872,5.0349671,1,1,0,41,2,816,2,0,2
11,3.9437442,6.9560989,1,1,0,34,3,1150,2,0,2
2,3.3551312,6.6865714,0,0,0,31,2,433,2,0,2
3,3.9561218,7.3951521,0,1,0,49,1,766,2,0,2
12,7.1691799,4.4381333,0,1,0,43,1,1150,2,2,2
4,3.3170162,6.621568,0,1,0,49,3,816,2,0,2
12,4.5816276,8.4898481,0,1,1,39,3,1150,0,0,2
2,3.6340013,6.7876332,0,1,1,37,3,766,0,1,2
5,3.3188528,7.148033,1,1,1,36,1,766,0,2,2
7,-0.0930805,5.6375015,0,1,1,33,2,816,2,1,2
6,3.8222449,7.3616032,1,1,1,37,1,800,0,2,2
19,3.6168728,6.5039397,0,1,1,35,3,800,0,2,2
15,4.8373414,7.0830531,1,1,1,45,2,766,2,2,2
5,7.3672083,10.5884817,1,1,1,42,2,816,2,0,2
6,3.2623567,6.43968,1,1,1,37,3,1150,2,0,0
2,6.6944585,6.2164891,1,1,1,34,1,766,2,0,2
4,3.3677065,6.4833594,1,1,1,33,1,816,2,0,2
12,3.3204118,6.5787306,1,1,1,34,3,1466,2,0,2
3,3.3151281,6.6115794,1,1,1,41,2,433,2,0,2
7,3.2975096,6.7024313,0,1,1,37,3,766,0,2,2
2,6.5001441,9.5756007,1,1,1,45,1,433,2,2,2
2,3.3258281,6.7009061,1,1,1,33,3,766,0,0,2
2,3.3081526,6.5047279,1,1,0,37,3,766,2,0,0
14,-73.8394137,40.8953225,1,1,1,28,2,916,0,2,2
10,3.4271583,6.4358009,0,1,1,37,3,433,0,2,2
3,7.9306371,4.6369142,0,0,1,47,3,433,2,0,2
2,8.5484473,7.7412509,1,1,0,35,1,433,2,0,2
2,4.493658,8.4713691,1,1,1,28,1,433,2,0,2
2,4.574915,8.468855,1,1,1,41,3,433,2,0,2
2,7.448855,10.5649567,1,1,1,44,3,433,2,0,2
9,8.8840125,9.8849631,1,1,1,39,3,1150,2,0,2
5,3.3610623,6.4975532,1,1,1,30,1,612,2,0,2
3,3.3396787,6.5337961,0,0,0,38,2,433,2,0,2
4,3.2939028,6.4679052,0,1,1,29,3,433,0,0,1
3,7.3746954,10.6102712,1,3,1,34,1,433,2,0,2
8,5.7767125,5.5587369,1,1,1,41,3,1150,2,0,2
7,4.016392,6.7858962,1,1,0,27,2,1150,2,0,0
5,3.3009699,6.5666867,0,1,1,58,1,433,2,0,0
4,4.5909808,7.7474289,0,1,1,38,1,816,2,0,2
3,3.2371513,6.5487811,1,1,1,37,3,766,0,0,2
7,7.4994137,5.5344747,0,1,1,34,1,766,2,0,2
8,3.513139,6.437825,0,1,1,36,2,433,0,2,2
2,3.9552659,6.8403499,1,1,1,36,2,433,2,0,2
2,3.8597555,7.3836649,1,3,1,37,3,433,2,0,2
3,3.3314093,7.1385871,1,1,1,36,2,766,2,0,2
4,7.065474,4.8583511,1,1,1,54,2,816,2,0,2
9,4.481963,8.7206777,1,1,1,40,3,800,0,0,2
10,3.9064279,7.443816,1,1,1,34,2,800,0,0,1
2,7.0506844,4.8408025,1,1,1,39,1,766,2,0,2
2,7.4931076,9.0585917,1,3,1,46,1,766,2,0,2
2,3.2909299,7.4289296,1,3,1,35,2,433,2,0,2
3,4.5958193,8.5002869,1,1,1,43,1,766,2,0,2
3,3.3242545,6.5109293,1,1,1,39,2,433,2,0,2
7,-7.2394455,54.998841,1,1,1,35,2,612,2,0,2
5,3.4703342,6.4433195,1,1,1,41,1,1483,2,0,0
3,3.5890486,6.4967251,1,1,1,41,3,433,2,0,0
11,3.3488096,6.4851471,0,1,1,40,3,650,0,1,2
8,3.4323256,6.4357123,0,1,1,38,1,816,2,2,2
2,3.376556,6.5322733,0,1,1,27,3,433,2,0,2
2,3.3826576,7.1855212,0,0,1,29,2,766,2,0,2
6,3.357822,6.4949086,1,1,1,45,3,816,0,1,2
5,7.9016168,5.0482687,1,3,1,33,3,816,2,0,0
12,3.4831343,6.4330438,1,1,1,42,1,1466,0,2,2
3,3.3244938,7.1383391,1,1,1,33,2,766,2,0,2
5,3.3639364,6.6416459,1,1,1,35,1,816,0,0,2
3,3.2472059,6.6800677,1,1,1,30,1,433,2,0,2
5,3.3063181,6.484759,1,1,0,36,2,1483,2,0,0
2,7.4717771,9.0296347,0,1,1,28,3,433,2,0,2
2,3.8179898,6.4718763,1,3,1,30,1,766,2,0,2
3,3.3858721,6.6154703,1,1,1,43,2,433,2,2,2
4,3.9239428,6.8458043,0,1,0,33,3,766,2,0,2
4,3.71897,6.4722136,1,3,1,35,2,816,2,0,2
9,3.3009742,6.5086026,0,1,1,28,3,766,0,0,2
11,5.2147603,7.2635807,1,1,1,35,1,366,0,0,2
3,7.4257301,9.0034268,1,1,1,34,1,816,2,0,2
2,3.2899607,6.6434218,1,1,1,31,2,433,2,0,2
4,3.3084765,6.6640516,0,1,0,44,3,816,2,0,2
7,3.0015245,6.8989986,1,1,1,34,3,1150,2,0,2
4,7.5002227,9.0583068,0,1,1,39,1,766,2,0,2
3,3.4853446,6.6470949,1,3,1,34,1,433,2,0,2
3,3.619089,6.4656766,1,1,1,30,1,433,2,0,2
9,6.3177889,5.0346331,1,1,1,38,2,1150,2,0,2
2,3.3033478,6.4687495,1,1,1,38,3,433,2,0,2
2,5.6108072,6.2953705,1,1,0,40,2,433,2,0,0
6,7.6163355,12.9997831,1,1,1,27,1,433,2,0,1
12,3.3903861,6.6010508,0,1,1,41,2,1150,0,0,2
8,3.2648063,6.5979106,1,1,1,44,3,1150,2,0,2
2,5.1954733,7.5710833,1,3,1,43,1,766,2,0,2
7,3.3767577,6.6164872,1,1,1,36,3,650,2,0,2
2,7.8819306,8.8536729,0,1,0,34,3,433,2,0,0
2,3.3286609,6.7038913,1,1,0,29,2,433,2,0,2
9,7.0319167,4.7352933,0,1,0,38,3,433,2,0,2
2,3.336857,6.5187287,1,1,0,35,2,433,2,0,2
8,3.9328862,7.4150444,0,1,0,36,1,816,2,0,2
3,3.3544779,6.554676,0,1,0,51,1,433,0,0,2
9,4.6184045,8.4870216,0,1,0,30,1,800,0,0,2
8,3.4007935,6.6393427,0,1,1,32,2,816,2,0,2
7,7.3879571,9.1171305,1,1,1,31,3,816,2,0,2
7,3.3808433,6.5862717,1,1,1,37,2,1150,0,0,2
10,3.3321234,6.6348045,1,1,1,45,3,800,0,2,2
2,3.3525884,6.6370015,0,1,1,26,3,433,0,0,2
9,7.3825294,10.4619949,1,1,1,41,1,1466,2,2,2
2,3.9918867,6.6207717,0,1,1,42,3,433,2,0,2
2,94.6767649,55.3115991,1,1,1,35,3,416,2,0,2
5,3.9216835,7.4363129,1,1,1,31,2,816,2,0,2
9,3.2949932,6.6353847,1,1,1,29,1,650,2,0,2
4,7.4464175,8.9622696,0,1,1,48,3,433,2,0,0
11,12.0355697,9.4657347,1,1,1,47,2,1466,2,2,2
7,5.2238733,7.6233317,1,1,1,36,2,1150,2,0,0
3,3.2705574,6.4611679,1,3,1,34,1,1483,2,0,0
2,8.616696,7.712747,1,1,1,44,1,433,2,0,2
2,2.7494204,6.6349303,1,1,1,35,3,766,0,0,2
2,7.4767951,9.0751951,1,1,1,33,2,433,2,0,2
4,4.4975218,7.7088112,1,1,1,46,1,816,2,0,0
3,7.4045983,9.07321,1,1,1,41,3,433,2,0,0
2,7.0398826,4.805876,1,3,1,32,1,433,2,0,2
12,3.3566824,6.483432,1,1,1,42,3,1466,0,1,2
3,7.5010263,9.0478276,0,0,0,50,1,433,2,0,2
5,3.8761145,7.3610842,1,1,1,33,1,816,2,0,2
2,3.2266053,6.6042239,1,1,1,36,1,766,2,0,0
11,3.2504,6.59471,1,1,1,46,3,800,0,2,2
19,7.4278134,10.4870486,1,1,1,42,3,1366,0,0,2
2,8.52696,12.023015,1,1,0,39,3,433,2,0,2
4,6.2832062,4.9202344,0,0,0,39,3,766,2,0,2
5,7.0933814,8.944858,1,1,1,38,2,816,2,0,0
2,3.325616,6.6531879,0,1,0,37,1,433,2,2,2
3,3.3126539,7.1044601,0,0,0,32,3,433,2,0,2
2,4.5835012,7.7992992,1,1,0,29,3,766,2,0,0
7,3.3217367,6.6305389,0,1,0,35,1,433,0,0,2
3,4.5287483,7.7695283,0,1,0,30,3,1483,2,0,0
8,3.3895159,6.4513615,1,1,0,36,3,1150,2,0,2
9,3.947865,7.4249657,1,1,0,40,1,1150,2,0,2
8,3.2377797,6.5917535,0,1,1,36,2,741,2,2,2
22,3.3197567,6.519665,1,1,1,44,1,1450,0,1,2
17,7.0000951,4.8875645,0,1,1,30,3,1283,0,0,2
2,3.3316383,6.59091,1,1,1,54,1,433,0,0,2
12,7.169064,9.2160964,0,1,1,41,2,800,2,0,2
12,3.393302,7.1392383,1,1,1,35,3,638,0,0,2
4,3.36751,6.5585783,1,1,1,37,1,612,2,0,2
4,3.8899917,7.4000895,0,1,0,48,3,766,2,0,2
4,7.360265,9.1441383,1,1,1,36,1,816,2,0,2
11,7.0665687,4.8565217,1,1,1,43,1,1150,0,2,2
3,3.304745,6.5946496,1,1,0,42,1,433,2,0,2
2,3.3855015,6.4583626,1,1,1,35,3,766,2,0,0
2,3.3823659,6.5387607,1,1,1,40,1,433,2,0,0
2,5.2545693,13.0120103,1,1,1,36,1,766,2,0,2
7,7.4894572,8.9933819,1,1,1,37,2,650,2,2,2
4,3.3658274,6.6299083,1,1,1,43,2,816,0,0,0
3,3.3157574,6.6609292,0,1,1,35,3,416,2,0,2
3,7.3330879,9.1747147,1,3,1,43,1,816,2,0,2
2,3.5181587,6.6370636,1,1,1,48,2,766,2,0,0
7,5.2375982,7.6443371,1,1,1,41,3,650,2,0,2
2,3.3104082,6.5339884,1,3,1,37,2,433,2,0,2
2,3.8918142,7.4113813,1,3,1,33,3,433,2,0,0
2,3.3844048,6.5911195,1,3,1,30,2,766,2,0,2
2,4.541653,7.7835196,1,1,1,45,2,433,2,0,0
3,3.3628937,6.4414246,1,1,1,44,2,766,2,0,1
9,5.8065445,5.5606382,1,1,1,49,1,1150,2,0,2
17,3.96876,7.8144661,1,1,1,27,3,756,0,0,1
9,7.4632731,5.8387947,1,1,1,39,1,800,2,0,2
11,3.3243307,6.5182551,1,1,1,35,2,575,0,0,2
3,3.2979981,6.47414,1,1,1,45,2,433,2,0,2
9,3.2341849,6.698642,1,1,1,34,1,575,2,0,2
4,4.554382,7.7886063,1,1,1,36,1,408,2,0,2
4,3.3220514,6.5242577,1,1,1,41,3,433,2,0,2
13,3.3310592,6.4411777,1,1,1,45,2,1466,0,2,2
15,7.3582392,9.2823975,1,1,0,46,2,800,0,1,2
2,3.3563854,6.6006783,1,1,1,46,1,433,2,0,0
2,7.3335644,9.1487281,1,1,1,32,1,433,2,0,0
2,3.2538053,6.5873177,1,1,1,39,1,433,2,0,0
8,3.0180403,6.9172694,1,1,1,48,2,1150,2,0,2
7,6.3207795,4.9409019,1,3,1,42,2,1466,2,0,2
14,7.4406707,9.015519,1,1,1,39,2,1466,0,0,2
2,6.4513621,9.5320913,1,1,0,29,2,433,2,0,1
3,3.336188,6.4265408,1,3,1,51,1,766,2,0,2
5,8.5074015,7.721858,1,1,1,33,1,766,0,0,2
5,3.3610229,6.4807943,1,1,1,36,2,816,2,0,2
4,3.366254,6.4486686,1,1,1,32,3,816,2,0,2
2,3.6599474,6.4756932,1,3,1,41,1,433,2,0,2
10,3.289814,6.6711956,1,1,1,32,3,1150,2,2,2
4,8.541965,12.0007026,0,0,0,36,3,766,2,0,2
3,3.3676319,6.668453,0,0,0,46,3,433,2,0,2
7,3.4128802,6.442082,0,1,1,48,1,383,2,0,2
10,3.6557658,6.8466936,1,1,1,27,1,800,2,2,1
2,3.8657788,7.3641184,0,1,1,31,3,433,2,0,2
5,8.8947013,9.8535875,1,1,1,37,3,816,2,0,2
4,3.1916983,6.4577299,1,1,1,38,3,816,2,0,2
4,-95.3372123,29.9354578,1,1,1,37,3,816,2,0,2
6,7.4456734,9.0158941,0,1,0,31,1,433,0,2,2
4,3.2854141,6.6691247,1,1,1,42,1,1483,2,0,0
7,3.3056888,6.6113085,0,1,1,47,3,650,2,0,2
3,4.6161456,8.4846539,0,1,0,31,3,766,2,0,0
5,8.8662468,9.8710858,1,1,1,36,2,816,0,0,2
2,3.5931542,6.470968,1,1,1,31,3,766,2,0,2
5,4.5990583,8.4387867,1,3,1,31,2,1483,2,0,2
2,8.8557459,9.8642863,1,1,0,30,2,433,2,0,2
8,3.36972,6.5498716,1,1,1,39,2,766,2,0,2
2,4.7424917,7.632835,1,1,1,35,2,766,2,0,0
14,3.264492,6.5342865,1,1,1,29,3,1466,0,2,2
2,8.5349378,12.0265716,1,3,1,32,1,766,2,0,2
2,3.2012288,6.794871,1,1,1,47,3,766,2,0,0
8,3.3445734,6.6698678,1,1,0,33,1,800,0,0,2
2,4.5854108,8.5040082,1,1,1,52,2,433,2,0,2
2,3.4595844,6.8206889,1,1,1,44,3,433,1,0,2
3,4.5229641,7.7916422,1,1,0,35,2,766,2,0,0
4,7.4640085,8.9920905,0,1,1,35,3,766,2,0,2
10,3.4711315,6.6831984,1,1,1,37,2,1150,2,0,2
9,3.4499849,7.1966131,1,1,1,30,3,1150,2,0,1
4,5.2247215,7.2378539,1,1,0,40,1,612,2,0,0
2,-117.8225091,33.883619,0,1,0,32,3,433,2,2,2
3,7.5931033,9.0300817,0,0,0,44,3,433,2,0,2
8,8.0997482,6.3146482,1,1,0,28,3,650,0,0,2
8,7.5750023,9.0151792,0,1,0,32,2,433,0,0,2
12,3.3785263,6.5522157,1,1,0,37,2,1150,2,0,2
2,3.4380035,6.8334492,1,1,0,36,1,433,2,0,2
4,8.8825627,9.9292535,0,1,0,31,1,433,2,0,1
15,3.1925593,6.4602023,1,1,1,34,1,1100,2,2,2
10,3.276811,6.6879175,1,1,1,46,3,1466,0,1,2
8,3.3436349,6.6008634,0,1,0,40,2,433,2,0,2
6,7.1570717,4.720982,0,1,1,29,3,766,0,1,2
11,3.3467526,6.6500677,1,1,1,32,3,1100,0,2,2
2,6.9979401,4.8319172,0,1,0,34,1,433,2,0,2
2,7.7070584,11.0741226,1,1,1,37,2,433,2,0,2
9,3.4231792,6.4540573,1,1,1,40,1,1150,0,2,2
2,7.0483318,4.8340691,0,0,0,37,3,433,2,0,2
3,3.3793632,6.5491818,1,3,1,31,2,433,2,0,2
2,3.2836709,6.6821633,1,1,1,37,2,433,2,0,2
3,3.319964,6.6671957,0,1,1,38,3,766,2,0,0
15,5.6903337,5.8857439,1,1,1,40,1,638,0,0,2
8,7.464168,5.5372662,1,1,1,32,1,575,2,0,1
12,3.9225779,7.4142169,0,1,0,38,3,766,2,0,2
7,3.2746999,6.4691034,1,1,1,33,1,1150,2,0,2
2,3.3365305,6.4250421,0,1,1,48,2,766,1,0,2
3,3.8754919,7.374784,1,1,1,40,2,433,2,0,2
2,3.4274473,6.4291349,1,1,1,33,1,766,2,0,2
4,7.0463154,5.5022333,0,1,1,36,2,766,2,0,2
2,3.344965,6.6061828,1,3,1,39,2,433,2,0,2
3,3.8758802,7.3464418,1,1,1,40,3,766,2,0,2
6,3.5547609,6.4637795,1,1,1,38,3,816,2,0,2
9,3.0429933,7.0104217,0,1,1,53,3,612,0,1,2
10,7.493763,9.0370751,0,1,1,31,1,1112,0,2,2
3,7.3226485,9.1437625,1,1,1,27,1,766,2,0,2
2,7.4847312,9.009389,1,3,0,30,2,433,2,0,2
2,7.0432296,4.8151643,1,1,1,36,1,416,2,0,2
3,3.2638633,6.629587,0,1,1,45,1,816,0,0,2
4,7.48457,6.471885,1,1,1,43,2,816,2,0,0
16,3.6181852,6.4739359,1,1,0,45,1,1466,0,0,2
9,5.2478726,7.7059891,1,1,1,33,2,816,2,0,2
2,3.87565,7.3483033,1,1,1,46,1,766,2,0,2
5,3.3939591,6.6074703,0,1,1,40,1,766,2,0,0
2,5.7724916,5.5479256,1,1,1,37,1,433,2,0,2
2,3.8819638,7.396726,1,1,1,36,1,766,2,0,2
3,3.2871302,6.5398004,1,1,1,36,2,433,2,0,2
7,3.4205973,6.4428334,0,1,1,31,1,716,2,0,2
5,7.4845662,9.0546924,1,1,1,34,3,816,2,0,2
2,7.0106293,4.7911916,1,1,1,38,2,433,2,0,2
7,3.2367526,7.0301684,1,1,1,36,3,816,0,2,2
3,7.679738,9.0171219,1,1,1,37,1,433,2,0,2
3,3.3846204,6.5247019,0,1,0,28,1,433,2,0,0
6,7.5059428,9.041285,1,1,1,38,3,1483,2,0,0
2,8.5050067,7.7157783,1,3,1,35,2,433,2,0,2
4,3.3077251,6.6024647,0,1,1,36,2,433,2,0,2
2,3.3844048,6.5358295,1,1,1,35,1,433,2,0,2
2,3.9382775,7.3963207,0,1,1,31,3,766,2,0,2
2,3.3245692,6.5066008,1,1,1,32,3,766,2,0,2
9,3.2872931,6.5838284,0,1,1,32,1,1150,2,0,2
7,3.2616629,6.5346377,1,1,0,35,1,816,2,0,0
2,3.2686193,6.4513889,1,1,0,30,3,433,2,0,2
4,3.2367406,7.0300861,1,3,1,35,1,1483,2,0,2
2,4.5437376,7.7727309,1,3,1,36,2,433,2,0,2
2,3.4244407,6.817493,1,1,1,39,3,433,2,0,2
2,4.2607369,8.1476031,0,1,1,31,1,766,2,0,0
2,7.4288404,9.0514301,1,1,0,31,1,766,2,0,0
3,6.1440717,6.7416283,1,3,1,33,3,816,2,0,0
8,8.3418717,4.9607559,0,1,1,38,2,433,0,2,2
16,6.2978783,4.9232295,1,1,1,39,2,1750,0,2,2
2,3.3409676,6.5957323,1,1,0,35,1,433,2,0,2
3,3.3507089,6.5790486,1,1,1,54,2,433,1,0,2
3,7.3541878,5.1368405,0,1,1,43,3,433,1,0,2
2,2.9875028,6.4166369,1,1,0,42,1,433,2,0,2
6,3.4017392,7.1760897,1,1,1,37,2,1150,2,0,0
2,3.4282016,6.4343022,1,1,1,46,1,766,2,0,2
7,3.359202,6.581626,0,1,1,40,3,766,2,0,0
5,3.3053442,6.4847089,1,1,0,32,3,816,2,0,2
3,6.6461967,7.8168117,0,1,0,40,1,433,0,0,2
2,3.8649437,7.364631,1,1,0,38,2,433,2,0,2
4,4.5497533,7.7631517,1,3,1,38,1,816,2,0,2
6,3.9060569,6.9476778,1,1,1,35,3,816,2,0,0
3,5.6793267,6.259365,1,1,1,40,2,433,2,0,2
2,7.4918243,9.0286167,0,1,1,26,3,766,2,0,2
2,3.3511583,6.5570449,0,1,1,34,1,433,0,0,2
5,4.4944671,8.4708378,0,1,1,29,1,766,2,0,2
5,4.0234122,7.3797225,1,3,0,48,3,1112,2,0,0
7,3.9985269,7.403541,1,3,1,37,1,1150,2,0,2
3,3.3127202,7.1044807,0,0,0,36,3,766,2,0,0
2,7.9190482,5.003419,1,3,1,46,3,433,2,0,2
8,3.4139973,6.4287387,1,1,1,29,2,958,2,0,2
4,3.3494296,6.5031619,1,1,1,26,3,816,2,0,2
4,7.1108716,4.8997356,1,1,1,47,1,816,2,0,0
3,5.7610891,5.5473634,0,1,0,35,3,433,2,2,2
2,3.2534281,6.5121219,1,1,0,26,3,433,2,0,0
2,3.8582203,7.4654727,1,1,0,34,1,433,2,0,0
2,3.4132627,6.436185,0,1,0,41,1,433,2,0,0
5,3.2945126,6.596602,0,1,0,43,1,766,2,0,2
3,5.7061035,5.5929624,1,1,0,36,1,433,2,0,2
2,5.1891117,7.6195967,0,1,0,30,1,766,2,0,2
11,3.109123,6.4978043,1,1,0,35,2,1466,2,0,2
4,6.3114759,4.9335653,0,0,0,33,3,433,2,0,2
10,3.8395746,7.4239626,0,1,0,40,3,433,0,2,2
16,4.470813,8.4498172,0,1,1,37,1,1466,2,3,2
12,3.3561755,6.6378765,0,1,1,35,3,1100,2,0,2
3,3.8380987,7.4023509,1,1,0,45,2,433,2,2,2
4,3.9514123,7.4143335,0,1,0,35,3,766,2,0,2
11,7.5296319,6.4263965,1,1,1,28,3,800,0,2,1
3,3.2161064,6.5542445,1,1,1,44,2,433,2,0,2
4,3.9059862,6.8418456,0,1,1,41,2,433,0,0,2
5,4.2410895,8.1396053,1,1,1,33,2,816,2,0,2
3,3.57922,7.9863467,1,1,1,32,1,816,2,0,2
3,3.3855717,6.5235317,0,1,1,38,2,433,0,0,2
3,3.2616983,6.5077577,1,1,1,42,1,433,2,0,2
2,3.3704933,6.5318884,1,3,1,34,1,433,2,0,2
3,3.9016283,7.4035417,0,1,0,47,3,433,2,0,2
2,7.5074966,6.4551104,1,1,1,40,3,433,0,0,2
2,3.3651865,6.5036714,1,3,1,46,2,766,2,0,2
2,8.8869769,9.8798816,1,1,1,38,2,433,2,0,2
19,3.3921032,6.5849264,1,1,1,39,2,800,2,2,2
2,3.2453548,6.6333374,1,1,1,41,1,433,2,0,0
4,3.3713936,6.4848291,0,1,0,34,1,816,2,0,2
6,3.3872573,6.5087995,1,1,1,32,3,816,2,0,2
2,3.5790813,6.4751669,1,1,1,32,2,433,2,0,2
3,3.8608506,7.3670532,1,1,1,48,1,766,2,0,2
7,3.3862955,6.6021038,0,1,1,35,1,433,0,0,2
5,3.3351367,6.6239767,1,1,1,43,2,816,2,0,2
5,4.5646288,8.4680385,1,3,1,36,3,766,2,0,2
5,6.7717363,6.1265464,1,1,1,29,1,1483,2,0,2
2,3.5135142,6.4543393,1,1,1,37,3,433,2,0,2
5,3.3958,6.4531,1,1,1,36,3,766,2,0,0
9,5.2488405,7.7136352,0,1,0,38,3,766,0,1,2
2,4.4913932,7.4963513,1,1,1,31,1,433,2,0,2
8,3.7055958,6.8803114,1,1,1,53,3,816,0,0,2
5,3.251678333333333,6.526190000000001,1,1,1,32,1,433,2,0,1
2,3.27407,6.633555,1,1,1,30,1,766,2,0,2
3,3.2737267,6.66989,0,1,1,39,3,433,2,0,2
2,3.6076055,6.4517767,1,1,1,36,3,433,2,0,2
2,3.3397078,6.5937336,1,1,0,46,1,433,2,0,2
2,7.3389105,5.1336237,0,0,0,40,1,433,2,0,2
3,7.7272367,11.085675,1,3,0,40,2,800,2,0,2
14,12.42122,9.240795,1,1,0,29,1,1100,2,0,2
3,3.7957453,6.4710447,0,0,0,38,2,766,2,0,2
15,7.3466448,9.1555029,0,1,1,42,2,800,0,1,2
15,3.2932017,6.6804133,0,1,1,32,2,433,0,2,2
2,3.4286784,6.4356097,1,1,1,39,3,433,2,0,0
4,3.2127303,6.7487142,1,1,1,26,3,816,0,0,2
9,7.3814717,9.170555,1,1,1,34,1,1100,0,0,2
8,7.0100538,4.9098517,0,1,0,35,1,650,0,1,2
14,2.7486303,6.6405991,1,1,1,38,1,1466,0,0,2
3,7.4687117,9.0053581,0,1,1,35,2,433,2,0,2
2,6.9313152,4.8061756,1,3,1,28,2,433,2,0,2
2,8.47611,11.9745783,1,1,1,33,3,433,2,0,2
3,3.2525482,6.7157505,1,1,1,45,2,433,2,0,2
3,4.7382094,8.1797235,1,1,1,31,3,766,2,0,2
2,8.5635866,12.0198888,1,1,1,38,1,433,2,0,2
7,4.2392632,8.1362462,1,1,1,46,1,1150,2,0,2
10,7.0855167,8.3891633,1,1,1,28,1,1150,2,0,0
2,3.9704655,6.5858269,1,1,1,36,3,766,2,0,2
3,3.8723438,7.419121,1,1,1,31,1,766,2,0,2
2,7.0120454,4.8756519,1,1,1,29,2,433,2,0,2
3,3.3643434,6.5151015,1,3,1,38,1,433,2,0,2
4,5.7407056,5.5165851,0,1,1,38,2,816,2,0,2
6,3.3454755,6.5008199,1,1,1,34,3,1150,0,0,2
3,5.1717196,7.2560084,1,1,0,32,2,433,2,0,2
6,3.3538481,6.633325,0,1,0,33,3,1483,2,0,2
2,3.2230145,6.7148972,1,3,1,40,3,433,2,0,2
3,5.2438772,7.6626976,0,1,1,34,2,433,2,0,2
4,5.1863036,7.2555974,0,1,1,27,3,408,2,0,2
5,3.3875503,6.5301637,1,1,1,43,2,816,2,0,0
10,100.07789486938104,71.2280693936817,1,1,1,35,3,1466,0,0,2
2,3.550017,6.4523255,1,1,1,36,1,766,2,0,2
8,3.3318086,6.459315,0,1,1,36,1,433,2,0,2
8,8.535544,12.0036084,1,1,1,50,3,1150,0,0,2
2,3.323625,6.5492186,1,1,1,44,2,433,2,0,2
8,3.3444014,6.63739,0,1,1,43,1,1466,0,0,2
2,3.3585721,7.1881745,1,3,1,41,3,433,2,0,2
2,3.4287548,7.1842308,0,1,1,32,2,766,2,0,2
2,8.1071533,6.2625499,1,1,1,28,2,433,2,0,2
3,3.9341359,7.425694,1,1,1,48,2,433,0,0,2
3,3.334026,6.4839877,1,1,1,36,3,816,0,3,2
7,5.6311119,6.3403217,0,1,0,35,3,766,2,0,2
2,3.4159999,6.4351001,1,1,1,31,1,433,2,0,0
4,7.5030844,9.0283551,1,3,0,45,1,816,2,0,2
